A,W,MT,ID
16,4,1747,2
16,4,1619,2
16,4,1304,2
16,4,2026,2
16,4,1263,2
64,4,1376,4
64,4,1648,4
64,4,1398,4
64,4,1057,4
64,4,1439,4
32,2,1254,4
32,2,1883,4
32,2,1675,4
32,2,1562,4
32,2,2226,4
16,2,1041,3
16,2,2210,3
16,2,1062,3
16,2,3181,3
16,2,1911,3
16,1,3074,4
16,1,2260,4
16,1,2396,4
16,1,2025,4
16,1,1705,4
64,2,2339,5
64,2,1403,5
64,2,3237,5
64,2,1998,5
64,2,1953,5
32,4,1133,3
32,4,1997,3
32,4,1725,3
32,4,1391,3
32,4,2167,3
32,1,1784,5
32,1,3216,5
32,1,1504,5
32,1,1698,5
32,1,1705,5
